,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
754,GCA_002120265.1,178,5.0042170368287895,3557,GCA_002120265.1,2,94,0.056227157717177394,GCA_002120265.1,Gramella,Flavobacteriaceae,3977160.0,99.49,False,GCA_002120265.1_merops.txt,2.0,GCA_002120265.1,302,8.490300815293788,0.022222222222222223,5.028713956692715e-07,0.0005028713956692715,0.07593358074605999,0.0005028713956692715
1753,GCA_006491645.1,88,2.396514161220044,3672,GCA_006491645.1,1,35,0.027233115468409588,GCA_006491645.1,Flavobacterium,Flavobacteriaceae,4013996.0,99.29,False,GCA_006491645.1_merops.txt,4.0,GCA_006491645.1,291,7.924836601307189,0.02247191011235955,9.965132003121079e-07,0.000249128300078027,0.07249633532270584,0.000996513200312108
290,GCA_000520995.1,88,1.628122109158187,5405,GCA_000520995.1,1,47,0.018501387604070305,GCA_000520995.1,Aquimarina,Flavobacteriaceae,6056208.0,99.62,False,GCA_000520995.1_merops.txt,10.0,GCA_000520995.1,473,8.751156336725256,0.02247191011235955,1.6511982415399207e-06,0.00016511982415399207,0.07810167682483825,0.0016511982415399206
1667,GCA_900100165.1,263,8.152510849349039,3226,GCA_900100165.1,3,182,0.09299442033477992,GCA_900100165.1,Flavobacterium,Flavobacteriaceae,3945433.0,99.65,False,GCA_900100165.1_merops.txt,5.0,GCA_900100165.1,282,8.74147551146931,0.022556390977443608,1.2672880264346144e-06,0.0007603728158607686,0.07147504469091226,0.0012672880264346144
1713,GCA_013407935.1,86,2.6592455163883733,3234,GCA_013407935.1,1,41,0.030921459492888066,GCA_013407935.1,Muricauda,Flavobacteriaceae,3525743.0,99.34,False,GCA_013407935.1_merops.txt,3.0,GCA_013407935.1,247,7.637600494743352,0.022988505747126436,8.508844802357971e-07,0.00028362816007859905,0.07005615553941395,0.0008508844802357972
500,GCA_000834715.1,253,5.235927152317879,4832,GCA_000834715.1,3,179,0.06208609271523179,GCA_000834715.1,Flavobacterium,Flavobacteriaceae,5747109.0,99.65,False,GCA_000834715.1_merops.txt,6.0,GCA_000834715.1,431,8.919701986754967,0.0234375,1.0440031675056103e-06,0.0005220015837528051,0.07499422753248633,0.0010440031675056102
2037,GCA_003815675.1,84,1.8489984591679511,4543,GCA_003815675.1,1,33,0.02201188641866608,GCA_003815675.1,Chryseobacterium,Weeksellaceae,5038771.0,100.0,False,GCA_003815675.1_merops.txt,7.0,GCA_003815675.1,349,7.682148360114462,0.023529411764705882,1.3892276509490112e-06,0.0001984610929927159,0.06926292145445784,0.001389227650949011
170,GCA_903819445.1,247,5.364900086880972,4604,GCA_903819445.1,3,159,0.06516072980017376,GCA_903819445.1,Flavobacterium,Flavobacteriaceae,5508144.0,99.65,False,GCA_903819445.1_merops.txt,6.0,GCA_903819445.1,378,8.210251954821894,0.024,1.0892961404059154e-06,0.0005446480702029577,0.06862565684557267,0.0010892961404059154
2135,GCA_003626755.1,161,3.1384015594541914,5130,GCA_003626755.1,2,93,0.03898635477582846,GCA_003626755.1,CCMM003,Flavobacteriaceae,5908984.0,99.61,False,GCA_003626755.1_merops.txt,5.0,GCA_003626755.1,446,8.693957115009747,0.024539877300613498,8.461691553065637e-07,0.00033846766212262546,0.0754782886533455,0.0008461691553065637
964,GCA_007827365.1,80,2.4837007140639558,3221,GCA_007827365.1,1,24,0.03104625892579944,GCA_007827365.1,Olleya,Flavobacteriaceae,3564561.0,99.67,False,GCA_007827365.1_merops.txt,1.0,GCA_007827365.1,241,7.482148401117665,0.024691358024691357,2.8053945492867144e-07,0.00028053945492867145,0.06761000863780982,0.00028053945492867145
2196,GCA_003581615.1,80,2.3619722468261,3387,GCA_003581615.1,1,44,0.029524653085326247,GCA_003581615.1,Muricauda,Flavobacteriaceae,3721101.0,99.34,False,GCA_003581615.1_merops.txt,3.0,GCA_003581615.1,281,8.296427516976676,0.024691358024691357,8.062129998621376e-07,0.00026873766662071253,0.07551528432042022,0.0008062129998621376
60,GCA_013284035.1,159,4.219745222929936,3768,GCA_013284035.1,2,98,0.05307855626326964,GCA_013284035.1,Flavobacterium,Flavobacteriaceae,4464517.0,99.12,False,GCA_013284035.1_merops.txt,3.0,GCA_013284035.1,312,8.280254777070063,0.024844720496894408,6.719651868276009e-07,0.0004479767912184005,0.06988437943007049,0.0006719651868276009
1555,GCA_001278115.1,152,3.7401574803149615,4064,GCA_001278115.1,2,114,0.049212598425196846,GCA_001278115.1,Flavobacterium,Flavobacteriaceae,4533022.0,99.65,False,GCA_001278115.1_merops.txt,1.0,GCA_001278115.1,306,7.5295275590551185,0.025974025974025976,2.2060338555603745e-07,0.0004412067711120749,0.06750463598014746,0.00022060338555603744
1346,GCA_003984855.1,75,2.5100401606425704,2988,GCA_003984855.1,1,35,0.03346720214190094,GCA_003984855.1,Flavobacterium,Flavobacteriaceae,3374143.0,98.94,False,GCA_003984855.1_merops.txt,3.0,GCA_003984855.1,230,7.697456492637215,0.02631578947368421,8.891146581517144e-07,0.00029637155271723816,0.06816545712496477,0.0008891146581517144
207,GCA_002433505.1,150,4.852798447104497,3091,GCA_002433505.1,2,103,0.06470397929472663,GCA_002433505.1,Zunongwangia,Flavobacteriaceae,3764586.0,87.92,True,GCA_002433505.1_merops.txt,2.0,GCA_002433505.1,241,7.796829505014559,0.02631578947368421,5.312669175309052e-07,0.0005312669175309052,0.06401766356247407,0.0005312669175309052
1628,GCA_001427905.1,293,6.214209968186637,4715,GCA_001427905.1,4,215,0.0848356309650053,GCA_001427905.1,Flavobacterium,Flavobacteriaceae,5627472.0,99.65,False,GCA_001427905.1_merops.txt,5.0,GCA_001427905.1,411,8.716861081654296,0.026936026936026935,8.884984234483975e-07,0.0007107987387587179,0.07303457040745827,0.0008884984234483975
829,GCA_002453085.1,146,4.40422322775264,3315,GCA_002453085.1,2,93,0.06033182503770739,GCA_002453085.1,Zunongwangia,Flavobacteriaceae,4116334.0,81.83,True,GCA_002453085.1_merops.txt,3.0,GCA_002453085.1,241,7.269984917043741,0.02702702702702703,7.28803833702513e-07,0.000485869222468342,0.05854724130743521,0.0007288038337025129
1951,GCA_002217435.1,215,4.456882255389718,4824,GCA_002217435.1,3,142,0.06218905472636816,GCA_002217435.1,Flavobacterium,Flavobacteriaceae,5577968.0,99.65,False,GCA_002217435.1_merops.txt,5.0,GCA_002217435.1,393,8.14676616915423,0.027522935779816515,8.963837727287069e-07,0.0005378302636372242,0.07045576453647637,0.0008963837727287069
2481,GCA_900099995.1,131,3.319817536746072,3946,GCA_900099995.1,2,52,0.05068423720223011,GCA_900099995.1,Winogradskyella,Flavobacteriaceae,4573152.0,99.67,False,GCA_900099995.1_merops.txt,3.0,GCA_900099995.1,313,7.932083122149011,0.03007518796992481,6.560026869870059e-07,0.00043733512465800393,0.06844294700897761,0.000656002686987006
1661,GCA_900141765.1,130,3.506878877798759,3707,GCA_900141765.1,2,72,0.05395198273536552,GCA_900141765.1,Epilithonimonas,Weeksellaceae,4079566.0,100.0,False,GCA_900141765.1_merops.txt,2.0,GCA_900141765.1,321,8.659293229026167,0.030303030303030304,4.902482273849718e-07,0.0004902482273849718,0.07868484049528797,0.0004902482273849718
1997,GCA_001423985.1,65,1.905041031652989,3412,GCA_001423985.1,1,24,0.029308323563892142,GCA_001423985.1,Flavobacterium,Flavobacteriaceae,3801380.0,99.65,False,GCA_001423985.1_merops.txt,3.0,GCA_001423985.1,289,8.47010550996483,0.030303030303030304,7.891870846902966e-07,0.00026306236156343224,0.07602502249183192,0.0007891870846902967
1768,GCA_003254545.1,194,4.4938614778781565,4317,GCA_003254545.1,3,132,0.06949270326615706,GCA_003254545.1,Flavobacterium,Flavobacteriaceae,5069654.0,99.65,False,GCA_003254545.1_merops.txt,5.0,GCA_003254545.1,355,8.223303219828585,0.030456852791878174,9.86260600822068e-07,0.0005917563604932408,0.07002450265836682,0.000986260600822068
758,GCA_013184525.1,129,3.140214216163583,4108,GCA_013184525.1,2,72,0.04868549172346641,GCA_013184525.1,Chryseobacterium,Weeksellaceae,4609066.0,100.0,False,GCA_013184525.1_merops.txt,13.0,GCA_013184525.1,362,8.81207400194742,0.030534351145038167,2.8205280636033418e-06,0.0004339273944005141,0.07854085838649306,0.002820528063603342
2204,GCA_004293805.1,64,2.6058631921824107,2456,GCA_004293805.1,1,34,0.04071661237785017,GCA_004293805.1,Flavobacterium,Flavobacteriaceae,2789381.0,88.49,True,GCA_004293805.1_merops.txt,2.0,GCA_004293805.1,170,6.921824104234528,0.03076923076923077,7.170049555797505e-07,0.00035850247778987523,0.06094542122427879,0.0007170049555797505
96,GCA_009830375.1,192,4.9883086515978174,3849,GCA_009830375.1,3,128,0.0779423226812159,GCA_009830375.1,Algibacter,Flavobacteriaceae,4705417.0,99.67,False,GCA_009830375.1_merops.txt,2.0,GCA_009830375.1,320,8.31384775266303,0.03076923076923077,4.2504203134387453e-07,0.0006375630470158118,0.06800672501501993,0.00042504203134387453
1569,GCA_000255455.1,128,3.6209335219236207,3535,GCA_000255455.1,2,86,0.056577086280056574,GCA_000255455.1,Aquimarina,Flavobacteriaceae,4257070.0,98.67,False,GCA_000255455.1_merops.txt,3.0,GCA_000255455.1,283,8.005657708628005,0.03076923076923077,7.047100470511408e-07,0.00046980669803409387,0.06647764777182429,0.0007047100470511408
624,GCA_003148665.1,182,4.077974456643513,4463,GCA_003148665.1,3,123,0.06721935917544253,GCA_003148665.1,Maribacter_A,Flavobacteriaceae,5129962.0,99.67,False,GCA_003148665.1_merops.txt,2.0,GCA_003148665.1,334,7.483755321532601,0.032432432432432434,3.89866435657808e-07,0.000584799653486712,0.06510769475485394,0.000389866435657808
654,GCA_002690095.1,119,3.6247334754797436,3283,GCA_002690095.1,2,71,0.06091989034419738,GCA_002690095.1,Zunongwangia,Flavobacteriaceae,3826825.0,71.69,True,GCA_002690095.1_merops.txt,4.0,GCA_002690095.1,266,8.102345415778252,0.03305785123966942,1.0452529185421336e-06,0.0005226264592710668,0.06950931908305188,0.0010452529185421336
651,GCA_001556235.1,117,2.944877926000504,3973,GCA_001556235.1,2,61,0.05033979360684621,GCA_001556235.1,Chryseobacterium,Weeksellaceae,4396348.0,100.0,False,GCA_001556235.1_merops.txt,4.0,GCA_001556235.1,298,7.500629247420086,0.03361344537815126,9.0984608133842e-07,0.00045492304066921,0.0677835330597123,0.00090984608133842
234,GCA_002217395.1,175,4.1341837939995285,4233,GCA_002217395.1,3,109,0.07087172218284904,GCA_002217395.1,Flavobacterium,Flavobacteriaceae,5062246.0,99.65,False,GCA_002217395.1_merops.txt,4.0,GCA_002217395.1,354,8.362863217576187,0.033707865168539325,7.901631015165995e-07,0.0005926223261374496,0.06992943448421905,0.0007901631015165996
967,GCA_003070725.1,231,5.0250163149880365,4597,GCA_003070725.1,4,167,0.08701326952360235,GCA_003070725.1,Flavobacterium,Flavobacteriaceae,5490360.0,99.53,False,GCA_003070725.1_merops.txt,7.0,GCA_003070725.1,419,9.114639982597346,0.03404255319148936,1.2749619332794207e-06,0.0007285496761596689,0.07631557857772532,0.0012749619332794206
987,GCA_004104045.1,171,5.153707052441231,3318,GCA_004104045.1,3,123,0.09041591320072333,GCA_004104045.1,Leeuwenhoekiella,Flavobacteriaceae,3941878.0,99.62,False,GCA_004104045.1_merops.txt,4.0,GCA_004104045.1,286,8.61965039180229,0.034482758620689655,1.014744748569083e-06,0.0007610585614268123,0.07255424952268943,0.001014744748569083
259,GCA_001027725.1,113,2.628518260060479,4299,GCA_001027725.1,2,56,0.04652244708071644,GCA_001027725.1,Flavobacterium,Flavobacteriaceae,5270010.0,99.65,False,GCA_001027725.1_merops.txt,12.0,GCA_001027725.1,374,8.699697604093975,0.034782608695652174,2.277035527446817e-06,0.00037950592124113614,0.07096760727209246,0.002277035527446817
1252,GCA_003254625.1,217,4.670684459750324,4646,GCA_003254625.1,4,148,0.08609556607834697,GCA_003254625.1,Flavobacterium,Flavobacteriaceae,5483841.0,99.65,False,GCA_003254625.1_merops.txt,7.0,GCA_003254625.1,410,8.824795523030565,0.03619909502262444,1.2764775638097457e-06,0.0007294157507484262,0.07476511445171369,0.0012764775638097457
848,GCA_014219385.1,108,2.8030106410589157,3853,GCA_014219385.1,2,60,0.05190760446405398,GCA_014219385.1,Elizabethkingia,Weeksellaceae,4175257.0,100.0,False,GCA_014219385.1_merops.txt,2.0,GCA_014219385.1,276,7.1632494160394495,0.03636363636363636,4.790124296540308e-07,0.00047901242965403085,0.06610371529225627,0.00047901242965403085
1190,GCA_002303885.1,215,4.589114194236927,4685,GCA_002303885.1,4,143,0.08537886872998933,GCA_002303885.1,Flavobacterium,Flavobacteriaceae,5397558.0,99.65,False,GCA_002303885.1_merops.txt,5.0,GCA_002303885.1,381,8.132337246531483,0.0365296803652968,9.263448396478555e-07,0.0007410758717182845,0.0705874767811666,0.0009263448396478555
1715,GCA_001011675.1,107,2.99552071668533,3572,GCA_001011675.1,2,61,0.055991041433370664,GCA_001011675.1,Elizabethkingia,Weeksellaceae,3938967.0,100.0,False,GCA_001011675.1_merops.txt,2.0,GCA_001011675.1,263,7.362821948488242,0.03669724770642202,5.077473357862607e-07,0.0005077473357862607,0.06676877465589329,0.0005077473357862607
1286,GCA_002886045.1,214,4.602150537634408,4650,GCA_002886045.1,4,137,0.08602150537634409,GCA_002886045.1,Flavivirga,Flavobacteriaceae,5665358.0,99.34,False,GCA_002886045.1_merops.txt,3.0,GCA_002886045.1,371,7.978494623655914,0.03669724770642202,5.295340559237386e-07,0.0007060454078983182,0.06548571158256901,0.0005295340559237386
1967,GCA_003729955.1,107,3.0208921513269336,3542,GCA_003729955.1,2,63,0.0564652738565782,GCA_003729955.1,Chryseobacterium,Weeksellaceae,3831316.0,100.0,False,GCA_003729955.1_merops.txt,7.0,GCA_003729955.1,292,8.243929983060418,0.03669724770642202,1.8270484606333698e-06,0.0005220138458952486,0.07621402150070629,0.0018270484606333697
765,GCA_014218885.1,107,2.174354805933753,4921,GCA_014218885.1,2,58,0.0406421459053038,GCA_014218885.1,Chryseobacterium,Weeksellaceae,5411141.0,100.0,False,GCA_014218885.1_merops.txt,9.0,GCA_014218885.1,365,7.417191627717943,0.03669724770642202,1.6632351661137643e-06,0.0003696078146919476,0.06745342618128043,0.0016632351661137643
655,GCA_003525065.1,106,3.879941434846266,2732,GCA_003525065.1,2,74,0.07320644216691069,GCA_003525065.1,Leeuwenhoekiella,Flavobacteriaceae,3227345.0,77.08,True,GCA_003525065.1_merops.txt,3.0,GCA_003525065.1,203,7.430453879941434,0.037037037037037035,9.29556647956757e-07,0.0006197044319711714,0.06289999984507388,0.000929556647956757
807,GCA_003259375.1,158,3.6130802652641214,4373,GCA_003259375.1,3,88,0.06860278984678711,GCA_003259375.1,Arenibacter,Flavobacteriaceae,5193588.0,99.67,False,GCA_003259375.1_merops.txt,5.0,GCA_003259375.1,363,8.300937571461239,0.037267080745341616,9.627255762297663e-07,0.0005776353457378598,0.06989387683428104,0.0009627255762297663
304,GCA_003076475.1,105,2.752293577981652,3815,GCA_003076475.1,2,42,0.05242463958060288,GCA_003076475.1,Flavobacterium,Flavobacteriaceae,4224053.0,99.29,False,GCA_003076475.1_merops.txt,5.0,GCA_003076475.1,297,7.785058977719528,0.037383177570093455,1.183697268949987e-06,0.0004734789075799948,0.07031161777562923,0.0011836972689499871
2108,GCA_002797935.1,315,7.1688666363222575,4394,GCA_002797935.1,6,224,0.13654984069185253,GCA_002797935.1,Flavobacterium,Flavobacteriaceae,5351669.0,99.29,False,GCA_002797935.1_merops.txt,4.0,GCA_002797935.1,362,8.238507055075102,0.037383177570093455,7.474303810642998e-07,0.0011211455715964497,0.06764244948631912,0.0007474303810642998
1434,GCA_002023695.1,105,2.82258064516129,3720,GCA_002023695.1,2,61,0.053763440860215055,GCA_002023695.1,Elizabethkingia,Weeksellaceae,4003334.0,100.0,False,GCA_002023695.1_merops.txt,3.0,GCA_002023695.1,274,7.365591397849462,0.037383177570093455,7.493753956077609e-07,0.0004995835970718406,0.06844295279884216,0.0007493753956077609
1126,GCA_002384895.1,52,1.7478991596638656,2975,GCA_002384895.1,1,7,0.03361344537815126,GCA_002384895.1,Aequorivita,Flavobacteriaceae,3195334.0,91.42,True,GCA_002384895.1_merops.txt,3.0,GCA_002384895.1,228,7.663865546218488,0.03773584905660377,9.388689883436285e-07,0.0003129563294478762,0.07135404311411578,0.0009388689883436285
749,GCA_000745535.1,104,2.206662423085084,4713,GCA_000745535.1,2,48,0.0424358158285593,GCA_000745535.1,Chryseobacterium,Weeksellaceae,5296881.0,100.0,False,GCA_000745535.1_merops.txt,9.0,GCA_000745535.1,383,8.126458731169105,0.03773584905660377,1.6991131195886786e-06,0.00037758069324192857,0.07230670275582933,0.0016991131195886785
1145,GCA_000378765.1,52,1.8745493871665464,2774,GCA_000378765.1,1,20,0.03604902667627974,GCA_000378765.1,Psychroflexus,Flavobacteriaceae,3001811.0,99.62,False,GCA_000378765.1_merops.txt,3.0,GCA_000378765.1,204,7.354001441961067,0.03773584905660377,9.993966975269262e-07,0.0003331322325089754,0.06795897543183099,0.0009993966975269262
130,GCA_001678675.1,103,2.576932699524644,3997,GCA_001678675.1,2,43,0.05003752814610958,GCA_001678675.1,Gelidibacter,Flavobacteriaceae,4506948.0,99.01,False,GCA_001678675.1_merops.txt,4.0,GCA_001678675.1,315,7.880910683012258,0.0380952380952381,8.875185602318909e-07,0.00044375928011594547,0.0698920866182614,0.0008875185602318909
2009,GCA_001975985.1,202,4.345020434502043,4649,GCA_001975985.1,4,133,0.08604000860400086,GCA_001975985.1,Flavobacterium,Flavobacteriaceae,5681809.0,99.65,False,GCA_001975985.1_merops.txt,13.0,GCA_001975985.1,411,8.840610884061089,0.038834951456310676,2.288003697413975e-06,0.0007040011376658385,0.0723361168951649,0.0022880036974139754
525,GCA_002364405.1,101,3.4029649595687337,2968,GCA_002364405.1,2,72,0.06738544474393532,GCA_002364405.1,Leeuwenhoekiella,Flavobacteriaceae,3477681.0,85.58,True,GCA_002364405.1_merops.txt,3.0,GCA_002364405.1,225,7.580862533692723,0.038834951456310676,8.626438135067593e-07,0.0005750958756711728,0.06469828601300695,0.0008626438135067593
1445,GCA_000746845.1,50,1.6995241332426918,2942,GCA_000746845.1,1,8,0.03399048266485384,GCA_000746845.1,Altibacter,Flavobacteriaceae,3160033.0,98.86,False,GCA_000746845.1_merops.txt,3.0,GCA_000746845.1,238,8.089734874235214,0.0392156862745098,9.493571744345708e-07,0.00031645239147819025,0.07531566917180928,0.0009493571744345708
75,GCA_002333005.1,50,1.7537706068046297,2851,GCA_002333005.1,1,19,0.035075412136092596,GCA_002333005.1,Empedobacter,Weeksellaceae,3039024.0,100.0,True,GCA_002333005.1_merops.txt,2.0,GCA_002333005.1,200,7.015082427218519,0.0392156862745098,6.58106023512812e-07,0.000329053011756406,0.0658106023512812,0.000658106023512812
