"sra_ID"	"run_ID"	"run_alias"	"run_accession"	"run_date"	"updated_date"	"spots"	"bases"	"run_center"	"experiment_name"	"run_attribute"	"experiment_ID"	"experiment_alias"	"experiment_accession"	"experiment_title"	"study_name"	"sample_name"	"design_description"	"library_name"	"library_strategy"	"library_source"	"library_selection"	"library_layout"	"library_construction_protocol"	"read_spec"	"platform"	"instrument_model"	"platform_parameters"	"experiment_attribute"	"sample_ID"	"sample_alias"	"sample_accession"	"taxon_id"	"common_name"	"description"	"sample_url_link"	"sample_attribute"	"study_ID"	"study_alias"	"study_accession"	"study_title"	"study_type"	"study_abstract"	"center_project_name"	"study_description"	"study_url_link"	"study_attribute"	"submission_ID"	"submission_accession"	"submission_comment"	"submission_center"	"submission_lab"	"submission_date"	"sradb_updated"
0	6261926	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-27"	"ERR2704385"	NA	"2019-03-05"	1379039	527579076	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556615	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-27"	"ERX2718772"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 741; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405233	NA	"ERS2614722"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261927	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-28"	"ERR2704386"	NA	"2019-03-05"	1810532	813148474	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556616	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-28"	"ERX2718773"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 795; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405235	NA	"ERS2614726"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261928	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-29"	"ERR2704387"	NA	"2019-03-05"	1064852	497307864	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556617	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-29"	"ERX2718774"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 970; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405236	NA	"ERS2614728"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261929	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-30"	"ERR2704388"	NA	"2019-03-05"	1260741	575296303	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556618	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-30"	"ERX2718775"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 773; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405237	NA	"ERS2614730"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261930	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-31"	"ERR2704389"	NA	"2019-03-05"	1600448	745889305	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556619	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-31"	"ERX2718776"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 766; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405238	NA	"ERS2614732"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261931	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-32"	"ERR2704390"	NA	"2019-11-08"	1090922	398924628	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556620	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-32"	"ERX2718777"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 484; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405240	NA	"ERS2614736"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261932	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-33"	"ERR2704391"	NA	"2019-11-09"	713912	259254551	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556621	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-33"	"ERX2718778"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 807; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405241	NA	"ERS2614738"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261933	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-34"	"ERR2704392"	NA	"2019-03-05"	1179041	518393096	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556622	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:937-34"	"ERX2718779"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 720; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405242	NA	"ERS2614740"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261934	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-35"	"ERR2704393"	NA	"2019-12-29"	1561232	722988092	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556623	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-35"	"ERX2718780"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 933; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405243	NA	"ERS2614742"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261935	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-36"	"ERR2704394"	NA	"2019-03-05"	1833195	850594003	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556624	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-36"	"ERX2718781"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 860; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405244	NA	"ERS2614744"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261936	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-37"	"ERR2704395"	NA	"2019-03-05"	1253043	540237436	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556625	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-37"	"ERX2718782"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 587; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405245	NA	"ERS2614746"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
0	6261937	"ena-RUN-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-38"	"ERR2704396"	NA	"2019-11-24"	1518800	708340707	NA	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-11-16"	5556626	"ena-EXPERIMENT-NATIONAL VETERINARY INSTITUTE (SVA)-17-07-2018-09:26:58:938-38"	"ERX2718783"	"Illumina MiSeq paired end sequencing"	NA	NA	NA	"unspecified"	"WGS"	"METAGENOMIC"	"other"	"PAIRED - NOMINAL_LENGTH: 781; "	"Nextera XT"	NA	"ILLUMINA"	"Illumina MiSeq"	"INSTRUMENT_MODEL: Illumina MiSeq"	NA	5405246	NA	"ERS2614748"	NA	NA	NA	NA	NA	181419	"ena-STUDY-NATIONAL VETERINARY INSTITUTE (SVA)-04-07-2018-09:48:57:227-7171"	"ERP109709"	"Genome analysis of Flavobacterium psychrophilum isolated from Swedish fish farms"	"Other"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	"Flavobacterium sequencing in salmonid fish"	"High-throughput sequencing-based methodologies was applied to a collection of F. psychrophilum collected from fish farms in different regions of Sweden between 1988 and 2016 in order to better understand the population structure and phylogeography of the pathogen over time. It was shown that F. psychrophilum clones are not regionally biased and that new clones with a higher degree of antibiotic resistance have emerged nationwide during the study period. This supports previous theories of the importance of live fish and egg imports as a route of infection. Continuous monitoring of recovered isolates by high-throughput sequencing techniques in the future could facilitate tracing of clones within and between countries, as well as the detection of emergent virulent or antibiotic resistant clones."	NA	"ENA-FIRST-PUBLIC: 2019-03-01 || ENA-LAST-UPDATE: 2018-07-04"	1181071	"ERA1547541"	NA	"NATIONAL VETERINARY INSTITUTE (SVA)"	"European Nucleotide Archive"	NA	"2020-09-03 11:01:35"
